srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,new
2930527,J,2,110018,233,245,131,A,ADLD,110083,2018-02-13,2018-02-08,2018-03-02,4432,2018-03-20,15.374943228727808
2973842,AM,1,400059,233,245,131,A,ADLD,380023,2017-12-08,2017-12-08,2018-03-13,4018,2018-03-27,13.286747846186772
2906533,AN,17,800001,233,233,131,B,ADLD,844101,2017-08-16,2017-08-10,2018-02-25,4538,2018-02-27,19.507295779567933
2926719,AN,21,110015,233,233,131,A,ADLD,121004,2017-04-20,2017-04-19,2018-03-01,4580,2018-03-03,11.97866838884062
2853484,Z,12,302006,233,233,131,A,ADLD,302039,2017-12-20,2017-12-19,2018-02-08,4392,2018-02-13,11.899153965489646
2856207,L,4,600024,233,233,131,A,ADLD,600007,2017-05-24,2017-05-23,2018-02-09,4488,2018-02-13,15.826248296294052
2858829,AN,8,700064,233,233,131,C,ADLD,751007,2017-08-03,2017-07-22,2018-02-10,4508,2018-02-14,15.674818606349774
2945850,AJ,2,110018,233,233,131,A,ADLD,110058,2017-07-03,2017-07-03,2018-03-06,4388,2018-03-13,13.445513260492444
2969739,C,7,500004,233,233,131,A,ADLD,500039,2017-11-23,2017-11-15,2018-03-11,4477,2018-03-15,18.762196396653643
2957549,C,2,110018,233,233,228,A,ADLD,121002,2018-02-21,2017-09-06,2018-03-08,4550,2018-03-20,22.08067364216377
2995918,AN,21,110015,233,233,131,B,ADLD,221004,2017-11-23,2017-10-18,2018-03-19,4580,2018-03-22,13.828183830527358
2987728,AJ,7,500004,233,233,228,B,ADLD,533006,2018-01-30,2017-09-15,2018-03-16,4474,2018-03-23,13.756329395881554
2993810,AE,1,400059,308,233,131,A,ADLD,400601,2017-08-13,2017-08-13,2018-03-18,4015,2018-03-26,13.43800842962226
3047098,C,2,110018,308,233,131,A,ADLD,110018,2017-10-15,2017-10-11,2018-04-02,4091,2018-04-04,19.785049737125146
3025845,AJ,23,400001,233,233,131,A,ADLD,400604,2017-05-23,2017-05-23,2018-03-27,4398,2018-04-06,12.041692012519503
3027054,AI,27,110034,233,233,131,B,ADLD,342007,2017-10-11,2017-10-12,2018-03-27,4388,2018-04-03,13.51641982523072
3045240,AJ,23,400001,233,233,131,A,ADLD,400078,2017-09-11,2017-09-04,2018-04-02,4398,2018-04-07,12.041692012519503
2975768,AN,21,110015,233,233,131,C,ADLD,171001,2017-10-05,2017-09-21,2018-03-13,4580,2018-04-09,12.667403583223285
3003143,AN,22,400104,233,245,131,B,ADLD,390011,2017-06-13,2017-05-05,2018-03-21,4581,2018-03-24,13.7622630396717
3060784,C,2,110018,233,245,131,A,ADLD,110059,2017-05-01,2017-05-01,2018-04-06,4091,2018-04-07,19.785049737125146
3019566,AN,21,110015,201,201,131,0,ADLD,173025,2017-09-07,2017-09-05,2018-03-26,4441,2018-04-06,14.374374613406715
2993847,C,2,110018,233,233,228,A,ADLD,110052,2018-01-18,2017-11-25,2018-03-18,4550,2018-04-08,19.525549700506737
2885039,AA,11,641012,201,201,228,0,ADLD,682307,2018-01-23,2017-10-01,2018-02-19,4498,2018-02-22,18.933415374159054
2835438,C,2,110018,233,233,131,A,ADLD,110016,2017-08-23,2017-07-29,2018-02-03,4091,2018-02-12,22.18921559247452
2907019,AB,1,400059,233,233,131,B,ADLD,140406,2017-09-05,2017-09-05,2018-02-25,4390,2018-02-28,18.329440076607177
2900265,C,17,800001,233,233,131,A,ADLD,800001,2018-01-13,2017-12-02,2018-02-23,4409,2018-02-28,23.26147815328551
2934819,AN,22,400104,233,233,131,B,ADLD,395009,2017-10-06,2017-09-24,2018-03-03,4581,2018-03-13,14.941571600736266
2992557,AN,17,800001,233,233,131,C,ADLD,828116,2017-08-19,2017-08-17,2018-03-17,4538,2018-03-19,15.196717443723731
3056446,AJ,27,110034,233,233,228,A,ADLD,201310,2017-09-08,2017-06-23,2018-04-05,4388,2018-04-07,12.825952670065906
3038189,AJ,25,560037,233,233,228,A,ADLD,560011,2018-03-26,2017-07-04,2018-03-30,4460,2018-04-12,11.147232049806828
3004678,AN,21,110015,233,233,131,B,ADLD,184101,2017-09-11,2017-09-05,2018-03-21,4580,2018-03-27,13.292061743682144
2818786,AJ,3,560011,233,233,131,A,ADLD,560037,2017-08-21,2017-08-13,2018-01-30,4460,2018-02-01,9.701994554018462
3036064,S,24,110092,233,233,131,B,ADLD,844101,2017-02-23,2017-02-20,2018-03-29,4150,2018-04-10,33.10975166049234
3059022,AN,22,400104,233,233,131,A,ADLD,380005,2017-04-15,2017-04-12,2018-04-05,4581,2018-04-14,9.648709310466325
3066039,C,2,110018,233,233,131,A,ADLD,122001,2016-05-03,2016-04-30,2018-04-08,4094,2018-04-12,19.683558727508085
2830233,AN,21,110015,233,233,131,B,ADLD,324001,2017-07-20,2017-04-08,2018-02-01,4580,2018-02-05,14.426659307539467
2850432,C,9,411016,233,233,131,A,ADLD,411028,2017-07-31,2017-05-06,2018-02-07,4548,2018-02-09,19.642130639099168
2892190,C,9,411016,233,233,131,B,ADLD,422101,2017-03-28,2017-03-28,2018-02-21,4548,2018-02-21,18.225395803994584
2957280,AJ,3,560011,233,233,228,A,ADLD,560045,2018-02-10,2017-05-29,2018-03-08,4460,2018-03-15,11.5991707293894
2993689,AN,7,500004,233,233,131,C,ADLD,517502,2017-04-28,2017-04-28,2018-03-18,4403,2018-03-21,12.872147020029166
2990094,AM,2,110018,233,233,228,B,ADLD,144001,2018-03-01,2017-08-16,2018-03-17,4092,2018-03-19,15.415861948825034
2995056,AJ,23,400001,233,233,131,B,ADLD,395006,2016-09-05,2017-02-10,2018-03-19,4398,2018-03-26,15.474155069799606
2975194,S,7,500004,233,233,131,B,ADLD,522001,2018-02-24,2018-02-24,2018-03-13,4479,2018-04-01,13.184997270716096
3057908,D,3,560011,233,233,131,A,ADLD,560093,2018-01-17,2018-01-16,2018-04-05,4469,2018-04-10,15.807636348626552
2874094,AN,2,110018,233,245,131,A,ADLD,110066,2018-01-11,2018-01-09,2018-02-15,4147,2018-02-20,11.607973567117227
2851137,AA,2,110018,233,233,228,A,ADLD,122002,2018-01-22,2017-07-21,2018-02-08,4150,2018-02-11,12.673062884191815
2931007,AN,21,110015,233,233,131,C,ADLD,122050,2017-06-28,2017-06-27,2018-03-02,4580,2018-03-09,14.693944983425487
2971306,C,2,110018,308,233,131,A,ADLD,122002,2016-04-08,2016-03-30,2018-03-12,4091,2018-03-16,22.877229144696962
3072421,AN,21,110015,308,233,131,A,ADLD,110063,2017-04-19,2017-04-18,2018-04-10,4580,2018-04-12,9.498081340872114
2861501,AN,22,400104,233,233,131,A,ADLD,421201,2017-10-06,2017-10-01,2018-02-11,4581,2018-02-15,11.689644305278287
2876935,C,3,560011,233,233,131,A,ADLD,560060,2017-04-30,2017-04-29,2018-02-16,4461,2018-02-19,18.725121345834104
2892111,AN,4,600024,233,233,228,A,ADLD,600045,2018-01-12,2017-03-12,2018-02-21,4490,2018-03-09,11.332659973989594
2833665,AJ,2,110018,233,233,131,A,ADLD,121001,2018-01-09,2017-05-01,2018-02-03,4388,2018-02-07,12.82897762772987
2865675,AI,8,700064,201,233,131,D,ADLD,713217,2017-10-30,2017-10-27,2018-02-13,4499,2018-02-13,16.667196115648537
2880953,C,1,400059,233,233,131,B,ADLD,422002,2017-04-05,2017-04-05,2018-02-17,4545,2018-02-19,18.432399064460498
3052594,AN,21,110015,201,233,228,D,ADLD,124146,2018-03-18,2017-07-08,2018-04-04,4580,2018-04-08,11.747813566756248
3066119,AN,22,400104,233,233,131,B,ADLD,395007,2017-05-29,2017-05-26,2018-04-08,4581,2018-04-14,11.399102276662365
2842946,AN,8,700064,233,233,131,A,ADLD,700046,2017-12-22,2017-12-13,2018-02-06,4508,2018-02-09,12.033877467354145
2908231,AN,22,400104,233,233,131,B,ADLD,421305,2017-04-06,2017-04-05,2018-02-26,4581,2018-02-27,14.835896359745725
3016688,AN,21,110015,233,233,131,B,ADLD,123101,2017-07-20,2017-07-17,2018-03-25,4580,2018-03-28,12.307465069941857
2830355,AJ,6,160059,233,233,228,B,ADLD,134107,2018-01-08,2017-02-09,2018-02-02,4437,2018-02-07,13.180563331552365
2848358,AM,6,160059,233,233,131,C,ADLD,143001,2017-10-18,2017-10-17,2018-02-07,4435,2018-02-13,13.53178844391175
2818824,AN,21,110015,201,233,131,D,ADLD,173213,2018-01-01,2017-12-22,2018-01-30,4673,2018-02-09,16.444296798548773
2842438,C,2,110018,233,233,228,A,ADLD,122001,2017-08-20,2016-01-23,2018-02-05,4091,2018-02-12,22.521097136924034
2859630,AN,22,400104,233,233,131,B,ADLD,360005,2017-08-04,2017-08-03,2018-02-10,4581,2018-02-15,14.06803610519895
2946038,C,7,500004,233,233,228,A,ADLD,500072,2018-02-14,2016-10-29,2018-03-06,4477,2018-03-14,18.762196396653643
2979500,AN,21,110015,233,233,131,A,ADLD,110095,2017-09-02,2016-10-26,2018-03-14,4580,2018-03-17,11.144419399248388
2848271,AN,3,560011,233,233,131,A,ADLD,560001,2017-04-17,2017-04-15,2018-02-07,4467,2018-02-09,10.37148795374169
2843549,C,8,700064,233,233,131,A,ADLD,700157,2018-01-03,2017-06-24,2018-02-06,4500,2018-02-09,22.14423935708811
2862613,C,1,400059,233,233,131,A,ADLD,400081,2017-06-22,2017-06-22,2018-02-12,4545,2018-02-20,19.377262271223287
2880618,C,1,400059,233,233,131,A,ADLD,421302,2017-09-13,2017-09-12,2018-02-17,4545,2018-02-20,19.574568127110417
2902421,AN,21,110015,233,233,131,B,ADLD,303108,2017-04-11,2017-04-09,2018-02-23,4580,2018-02-28,15.08892914700284
2866791,AN,8,700064,201,233,131,D,ADLD,733202,2017-09-22,2017-09-09,2018-02-13,4508,2018-02-20,16.39522513512878
2897488,AM,8,700064,233,233,131,B,ADLD,781022,2018-01-20,2017-10-25,2018-02-22,4502,2018-02-26,18.142402955975292
2959935,AN,21,110015,233,233,131,B,ADLD,324007,2016-11-30,2016-11-29,2018-03-09,4580,2018-03-14,15.27542233855658
2947560,C,6,160059,233,233,131,B,ADLD,134109,2017-08-06,2017-06-16,2018-03-06,4549,2018-03-10,21.065491901157465
2987209,AJ,8,700064,233,233,131,A,ADLD,700084,2017-06-03,2017-06-01,2018-03-16,4499,2018-03-18,13.777828501339119
3009301,AJ,23,400001,308,233,131,A,ADLD,400607,2017-04-07,2017-04-07,2018-03-22,4398,2018-04-05,12.041692012519503
2979823,AJ,25,560037,233,233,228,A,ADLD,600029,2017-07-20,2017-01-02,2018-03-14,4460,2018-04-07,11.301827143219056
3067125,AN,21,110015,308,233,131,A,ADLD,110025,2017-07-22,2017-07-21,2018-04-09,4580,2018-04-17,8.070069133217569
3032262,C,3,560011,233,245,131,A,ADLD,560045,2017-01-21,2016-10-16,2018-03-28,4461,2018-03-31,17.271276445115397
2931222,AI,23,400001,233,233,131,B,ADLD,440032,2017-10-21,2017-10-20,2018-03-03,4398,2018-03-07,14.824284483769047
2868023,AN,21,110015,233,233,228,B,ADLD,322001,2017-12-17,2016-10-19,2018-02-14,4580,2018-02-16,14.401886843019264
2906957,C,3,560011,233,233,131,B,ADLD,570002,2017-06-26,2017-06-25,2018-02-25,4461,2018-03-05,17.758015189418987
2967296,AN,3,560011,233,233,131,A,ADLD,560095,2016-06-20,2016-06-14,2018-03-10,4467,2018-03-13,11.142680147760924
3014033,AN,22,400104,233,245,131,B,ADLD,395007,2017-05-10,2017-05-05,2018-03-24,4581,2018-03-27,13.226140952826485
3016573,AJ,23,400001,233,245,228,B,ADLD,395007,2018-02-28,2018-02-17,2018-03-25,4398,2018-03-27,14.938032982954391
2937458,AJ,12,302006,308,233,228,B,ADLD,313001,2018-02-14,2017-02-06,2018-03-03,4407,2018-03-09,16.454017251067192
2926936,C,2,110018,233,233,228,B,ADLD,121102,2017-10-29,2017-08-16,2018-03-01,4550,2018-03-07,21.42361738508114
2847547,AN,22,400104,233,245,131,A,ADLD,380005,2018-01-20,2017-09-28,2018-02-07,4581,2018-02-11,11.608826354715088
2923129,AN,3,560011,233,233,131,A,ADLD,560016,2017-04-10,2017-03-01,2018-02-28,4467,2018-03-04,10.956186956207183
2941797,AJ,2,110018,201,233,228,0,ADLD,193123,2018-01-17,2017-02-12,2018-03-05,4388,2018-03-08,19.888737674648397
3036981,AN,21,110015,233,233,131,A,ADLD,122001,2017-04-09,2017-04-07,2018-03-29,4580,2018-04-04,10.115173630661607
2825024,AN,21,110015,233,233,131,A,ADLD,110009,2016-07-29,2016-07-28,2018-01-31,4580,2018-02-06,11.062087841925605
2862465,C,2,110018,233,233,228,A,ADLD,121006,2018-01-19,2017-10-16,2018-02-12,4550,2018-02-17,22.521097136924034
2879407,AN,22,400104,233,233,131,A,ADLD,380007,2017-07-24,2017-07-21,2018-02-17,4581,2018-02-19,11.608826354715088
2840356,AN,22,400104,233,233,131,A,ADLD,382340,2017-08-08,2017-04-07,2018-02-05,4581,2018-02-20,11.608826354715088
2872341,AJ,2,110018,233,233,131,A,ADLD,110019,2017-02-12,2017-02-12,2018-02-15,4388,2018-02-19,12.394752781762266
2901319,AN,21,110015,201,233,131,0,ADLD,250501,2017-10-02,2017-09-29,2018-02-23,4580,2018-02-26,18.966461512870012
2953078,AJ,2,110018,233,233,228,A,ADLD,201306,2018-01-12,2017-08-22,2018-03-07,4388,2018-03-08,13.795890473864622
2946604,AN,7,500004,233,233,131,C,ADLD,502296,2018-01-06,2017-11-30,2018-03-06,4403,2018-03-10,14.116380067476628
2939519,AJ,2,110018,233,233,228,A,ADLD,110009,2018-02-13,2018-03-17,2018-03-05,4550,2018-03-08,13.259020068938703
2939674,C,1,400059,233,233,131,A,ADLD,400604,2017-07-09,2017-07-09,2018-03-05,4010,2018-03-10,22.040811708995825
2934432,AN,21,110015,233,233,131,A,ADLD,121002,2016-06-24,2016-06-22,2018-03-03,4580,2018-03-16,11.92181654356702
2890006,AE,1,400059,233,233,131,A,ADLD,400612,2017-04-13,2017-04-13,2018-02-20,4015,2018-03-17,14.508258487484417
2988777,AN,7,500004,233,233,131,B,ADLD,520011,2017-10-18,2017-10-15,2018-03-16,4403,2018-03-20,12.281598023000605
3027182,AD,2,110018,233,233,228,A,ADLD,122015,2017-05-18,2016-08-13,2018-03-27,4148,2018-03-31,13.336200489375523
3006385,J,2,110018,233,233,228,A,ADLD,401303,2018-03-06,2018-02-08,2018-03-22,5138,2018-03-30,14.375705188425794
3049927,AI,27,110034,233,233,131,A,ADLD,302012,2017-10-21,2017-10-19,2018-04-03,4388,2018-04-07,11.730302237394657
3061337,C,8,700064,233,233,228,A,ADLD,700141,2018-02-15,2018-02-15,2018-04-06,4511,2018-04-10,17.461609767889634
3074283,AM,2,110018,233,233,131,A,ADLD,226003,2018-03-12,2018-03-12,2018-04-11,4092,2018-04-18,10.795959693058482
2838925,AJ,6,160059,233,233,228,B,ADLD,147001,2017-11-11,2017-05-30,2018-02-04,4437,2018-02-08,13.180563331552365
2851282,C,8,700064,233,233,131,A,ADLD,700034,2017-12-27,2017-12-27,2018-02-08,4500,2018-02-17,22.041896055570028
2961151,AI,10,226010,233,233,131,A,ADLD,226018,2017-11-24,2017-11-24,2018-03-09,4444,2018-03-16,12.476005824398463
3049238,AN,26,560066,233,233,131,A,ADLD,600119,2017-07-24,2017-01-23,2018-04-03,5001,2018-04-06,9.777113702644257
3040835,AJ,25,560037,233,233,228,B,ADLD,570011,2018-02-17,2017-06-20,2018-03-31,4460,2018-04-12,12.97409836546299
2979830,AN,7,500004,233,233,131,A,ADLD,500081,2018-03-12,2018-03-07,2018-03-14,4403,2018-03-19,9.469568480402158
3052750,AN,8,700064,233,233,131,C,ADLD,751030,2017-04-12,2017-04-11,2018-04-04,4508,2018-04-09,12.960081802895251
2827540,AJ,2,110018,233,233,228,A,ADLD,110008,2017-07-05,2017-06-25,2018-02-01,4388,2018-02-03,11.625907922119387
2852841,J,2,110018,233,233,131,A,ADLD,700003,2018-01-09,2017-12-30,2018-02-08,4017,2018-02-16,19.814690543925018
2985777,AA,24,110092,233,233,131,B,ADLD,412207,2017-07-29,2017-07-24,2018-03-15,4150,2018-03-22,14.744236097484896
2919197,AD,1,400059,233,233,131,B,ADLD,410206,2016-09-18,2016-09-11,2018-02-27,4011,2018-03-21,16.205722768520047
3048854,C,2,110018,233,233,131,C,ADLD,122504,2018-01-31,2017-08-07,2018-04-03,4550,2018-04-08,19.34474245801912
2863147,AJ,1,400059,201,233,228,0,ADLD,458226,2017-11-26,2017-06-07,2018-02-12,4388,2018-02-13,19.25463402389001
2991575,J,2,110018,233,245,228,A,ADLD,560029,2017-09-08,2017-06-09,2018-03-17,5138,2018-03-21,16.125178449280977
2858676,AN,3,560011,233,233,131,A,ADLD,560037,2017-06-29,2017-06-29,2018-02-10,4467,2018-02-13,10.269144652223607
2993836,AJ,17,800001,233,233,228,B,ADLD,842001,2017-11-11,2017-11-10,2018-03-18,4370,2018-03-19,22.09441216560401
2880697,C,3,560011,233,245,228,A,ADLD,560037,2017-07-03,2016-12-23,2018-02-17,4469,2018-02-19,18.725121345834104
2884060,AN,7,500004,233,0,131,A,ADLD,500072,2017-12-22,2017-03-01,2018-02-18,4403,2018-02-21,9.706742658442872
2897458,C,3,560011,233,233,228,B,ADLD,583104,2018-01-27,2018-01-14,2018-02-22,4461,2018-03-01,17.758015189418987
3071520,AN,21,110015,233,233,131,A,ADLD,110085,2017-05-22,2017-05-20,2018-04-10,4580,2018-04-15,8.8935119860595
3063673,AJ,27,110034,233,233,228,A,ADLD,122001,2017-08-02,2017-08-01,2018-04-07,4388,2018-04-14,11.52507934029107
2835406,AJ,2,110018,233,233,228,A,ADLD,110078,2018-01-03,2016-06-20,2018-02-03,4388,2018-02-05,12.497096083280349
2820666,AN,21,110015,233,233,131,A,ADLD,121003,2017-08-14,2018-02-17,2018-01-30,4580,2018-02-07,11.393969386375126
2824518,AN,17,800001,233,233,131,C,ADLD,821305,2017-08-17,2017-08-14,2018-01-31,4538,2018-02-06,16.864545316774517
2835880,AJ,7,500004,233,233,228,C,ADLD,501101,2018-01-18,2017-02-16,2018-02-03,4474,2018-02-10,13.284199898825463
2844210,AN,22,400104,233,233,131,A,ADLD,380058,2017-07-31,2017-07-29,2018-02-06,4581,2018-02-13,11.608826354715088
2883704,AN,4,600024,233,233,131,B,ADLD,625002,2017-03-14,2017-03-08,2018-02-18,4490,2018-02-21,12.742474238474346
2872428,AE,1,400059,233,233,131,A,ADLD,400078,2017-05-20,2017-05-14,2018-02-15,4015,2018-02-21,12.835397985858599
2865124,AJ,12,302006,201,233,228,0,ADLD,326001,2018-01-28,2017-09-08,2018-02-12,4407,2018-02-22,19.80887476793571
2900531,AA,9,411016,233,233,131,A,ADLD,411035,2017-05-18,2017-05-18,2018-02-23,4027,2018-02-24,12.810744163580656
2912950,AN,3,560011,308,233,131,A,ADLD,560048,2018-01-31,2017-08-26,2018-02-27,4467,2018-02-28,10.956186956207183
2941724,AN,8,700064,233,233,131,A,ADLD,700102,2018-02-10,2017-12-08,2018-03-05,4508,2018-03-09,13.18890549594022
2895816,AD,9,411016,233,233,131,A,ADLD,411045,2018-02-09,2017-12-16,2018-02-22,4030,2018-03-05,12.911661445039886
2969757,AN,22,400104,233,233,131,C,ADLD,394185,2017-12-15,2017-12-13,2018-03-11,4581,2018-03-13,15.507904457049891
2977332,AJ,6,160059,233,233,228,C,ADLD,142001,2017-12-22,2017-12-20,2018-03-13,4437,2018-03-16,14.291111949048819
2981638,AN,17,800001,233,233,131,C,ADLD,826001,2017-08-15,2017-08-11,2018-03-15,4410,2018-03-19,15.624944513009938
2982787,AJ,7,500004,233,233,228,A,ADLD,500056,2018-01-02,2017-07-06,2018-03-15,4474,2018-03-26,10.885709924276386
3009625,AD,1,400059,233,233,228,B,ADLD,452016,2017-08-21,2017-06-29,2018-03-23,4011,2018-03-24,16.205722768520047
3039932,AN,21,110015,233,233,131,B,ADLD,140401,2017-03-11,2017-02-22,2018-03-30,4580,2018-04-05,11.116474053169373
3051149,C,5,380009,233,233,228,A,ADLD,380052,2017-04-27,2017-02-15,2018-04-03,4546,2018-04-07,15.934031805006098
3014850,AA,24,110092,233,233,228,A,ADLD,110029,2018-02-13,2017-09-06,2018-03-24,4150,2018-03-27,11.076239902357726
2990497,AJ,25,560037,233,245,131,A,ADLD,560102,2017-07-15,2017-07-15,2018-03-17,4460,2018-03-20,12.140009995677527
2987641,AJ,23,400001,233,245,131,C,ADLD,362266,2018-01-30,2016-11-26,2018-03-16,4398,2018-03-22,15.855415406196368
2967063,H,1,400059,233,233,228,A,ADLD,122002,2018-01-04,2017-12-20,2018-03-10,4011,2018-03-17,18.546978192477766
3005014,AN,21,110015,233,233,131,B,ADLD,247667,2017-08-16,2017-08-14,2018-03-21,4580,2018-03-23,13.828183830527358
3001049,AJ,2,110018,233,233,228,B,ADLD,248007,2017-12-29,2017-12-22,2018-03-20,4388,2018-03-24,16.304244877114563
2862495,AN,8,700064,233,233,131,A,ADLD,700009,2017-11-14,2017-11-13,2018-02-12,4508,2018-02-24,12.846146478378346
2961996,C,2,110018,233,233,228,A,ADLD,121001,2017-12-18,2017-12-15,2018-03-10,4091,2018-03-13,23.1205741815243
2837146,C,3,560011,233,233,131,B,ADLD,570027,2016-10-10,2016-10-09,2018-02-03,4461,2018-02-08,17.447374637890547
2858820,C,9,411016,233,233,131,A,ADLD,411062,2017-07-27,2017-06-15,2018-02-10,4548,2018-02-13,19.539787337581085
2872598,AJ,8,700064,233,233,228,B,ADLD,711204,2017-07-31,2017-06-24,2018-02-15,4499,2018-02-26,16.865012955678996
2960434,AJ,25,560037,233,245,131,A,ADLD,560095,2017-05-19,2017-05-06,2018-03-09,4460,2018-03-17,12.472110686778446
3006839,AM,1,400059,233,233,131,C,ADLD,364003,2017-10-21,2017-10-26,2018-03-22,4018,2018-03-26,17.05166204443337
2945455,AN,8,700064,233,233,131,A,ADLD,700025,2017-08-11,2017-08-09,2018-03-06,4508,2018-03-08,12.750078964464565
2901000,C,1,400059,233,233,131,A,ADLD,400606,2017-11-26,2017-11-26,2018-02-23,4010,2018-03-03,20.626504410506463
2866075,AN,22,400104,233,233,131,B,ADLD,416416,2017-03-06,2017-03-02,2018-02-13,4581,2018-02-17,14.148854055762149
2940217,C,2,110018,308,233,228,A,ADLD,122018,2018-01-29,2017-01-05,2018-03-05,4091,2018-03-16,22.877229144696962
2998020,R,21,110015,233,233,131,B,ADLD,125001,2017-08-08,2016-04-08,2018-03-19,4580,2018-03-22,15.876762634596034
2998020,AN,21,110015,233,233,131,B,ADLD,125001,2017-08-08,2017-08-03,2018-03-19,4580,2018-03-22,12.69597022612538
2862759,AN,21,110015,233,233,131,A,ADLD,122001,2018-01-02,2017-12-08,2018-02-12,4580,2018-03-17,11.531970057643813
2828629,C,5,380009,233,233,131,B,ADLD,364002,2017-08-16,2017-08-11,2018-02-01,4546,2018-02-05,17.579401563018173
2859832,AF,2,110018,233,233,131,A,ADLD,110059,2017-05-11,2017-05-11,2018-02-10,4388,2018-02-13,11.764863371785362
2890686,AN,21,110015,201,233,131,0,ADLD,272002,2018-01-03,2017-12-30,2018-02-20,4580,2018-02-26,18.966461512870012
2947815,AD,7,500004,233,233,228,A,ADLD,500091,2017-06-13,2017-05-12,2018-03-06,4540,2018-03-12,10.959116955306488
2951196,AN,22,400104,233,233,131,B,ADLD,389001,2017-10-30,2017-10-27,2018-03-07,4581,2018-03-10,15.19390494065818
2971437,C,1,400059,233,233,131,A,ADLD,400064,2017-12-07,2017-12-04,2018-03-12,4545,2018-03-17,20.25061521352716
2983481,J,2,110018,233,233,131,A,ADLD,302001,2018-03-06,2018-02-26,2018-03-15,5138,2018-03-23,15.233239417651365
3000020,AN,22,400104,308,233,131,A,ADLD,400016,2017-08-05,2017-08-02,2018-03-20,4581,2018-03-27,10.59185336801197
3050792,AN,26,560066,233,233,131,A,ADLD,560005,2017-06-17,2016-07-12,2018-04-03,5001,2018-04-08,9.777113702644257
3073568,Z,1,400059,233,233,131,A,ADLD,400101,2017-10-10,2017-09-27,2018-04-10,4392,2018-04-13,9.927393891588105
2825567,AN,22,400104,233,245,131,A,ADLD,380015,2016-06-03,2017-05-30,2018-01-31,4581,2018-02-05,11.63359881923529
2871743,AN,3,560011,233,245,131,A,ADLD,560076,2017-12-22,2017-12-20,2018-02-14,4467,2018-02-24,11.052254470120964
2869219,AN,11,641012,201,201,131,0,ADLD,670693,2017-10-20,2017-10-06,2018-02-14,4495,2018-02-22,18.752299893366274
2858347,AN,22,400104,233,233,131,A,ADLD,400034,2017-12-22,2017-12-21,2018-02-10,4581,2018-02-14,11.492338449391156
2886287,AJ,10,226010,233,233,228,A,ADLD,226012,2017-06-05,2017-06-03,2018-02-19,4444,2018-02-22,12.489482210841716
2855602,AM,5,380009,233,233,131,B,ADLD,391760,2017-12-26,2017-12-26,2018-02-09,4034,2018-02-14,13.86246287598942
2919899,AA,10,226010,201,233,131,0,ADLD,209721,2018-01-18,2018-01-08,2018-02-27,4425,2018-03-06,18.723281006885024
2887701,AN,17,800001,233,233,131,A,ADLD,800013,2017-03-11,2017-03-09,2018-02-19,4538,2018-02-23,13.326531771428389
